INFO: Running with entropic power schedule (0xFF, 100).
INFO: Seed: 2050089571
INFO: Loaded 1 modules   (512 inline 8-bit counters): 512 [0x138050000, 0x138050200), 
INFO: Loaded 1 PC tables (512 PCs): 512 [0x11d000000,0x11d002000), 
INFO: -max_len is not provided; libFuzzer will not generate inputs larger than 4096 bytes
INFO: A corpus is not provided, starting from an empty corpus
#2	INITED exec/s: 2 rss: 261Mb
WARNING: no interesting inputs were found so far. Is the code instrumented for coverage?
This may also happen if the target rejected all inputs we tried so far
#4	pulse  corp: 1/1b lim: 4 exec/s: 2 rss: 289Mb
#8	pulse  corp: 1/1b lim: 4 exec/s: 2 rss: 289Mb
#16	pulse  corp: 1/1b lim: 4 exec/s: 2 rss: 289Mb
#7265	NEW    cov: 87 ft: 357 corp: 95/1051b lim: 21 exec/s: 2 rss: 362Mb L: 20/21 MS: 5 ChangeByte-InsertRepeatedBytes-CrossOver-CopyPart-ChangeBinInt-
#7266	NEW    cov: 87 ft: 358 corp: 96/1068b lim: 21 exec/s: 2 rss: 362Mb L: 17/21 MS: 1 ChangeBit-
#7289	NEW    cov: 87 ft: 359 corp: 97/1089b lim: 21 exec/s: 2 rss: 362Mb L: 21/21 MS: 3 CrossOver-CopyPart-CopyPart-
#7300	NEW    cov: 88 ft: 360 corp: 98/1109b lim: 21 exec/s: 2 rss: 362Mb L: 20/21 MS: 1 ChangeBit-
#7328	REDUCE cov: 88 ft: 360 corp: 98/1108b lim: 21 exec/s: 2 rss: 362Mb L: 11/21 MS: 3 InsertByte-CMP-EraseBytes- DE: "\000\000\000\000\000\000\000\000"-
#7360	NEW    cov: 88 ft: 361 corp: 99/1125b lim: 21 exec/s: 2 rss: 362Mb L: 17/21 MS: 2 InsertRepeatedBytes-ChangeBit-
#7412	REDUCE cov: 88 ft: 361 corp: 99/1124b lim: 21 exec/s: 2 rss: 362Mb L: 16/21 MS: 2 ChangeBit-EraseBytes-
#7696	NEW    cov: 88 ft: 366 corp: 100/1145b lim: 21 exec/s: 2 rss: 362Mb L: 21/21 MS: 4 ShuffleBytes-ChangeBinInt-ChangeByte-CopyPart-
#7702	NEW    cov: 89 ft: 367 corp: 101/1164b lim: 21 exec/s: 2 rss: 362Mb L: 19/21 MS: 1 CrossOver-
#7719	NEW    cov: 89 ft: 368 corp: 102/1185b lim: 21 exec/s: 2 rss: 362Mb L: 21/21 MS: 2 CopyPart-CopyPart-
#7890	REDUCE cov: 89 ft: 368 corp: 102/1184b lim: 21 exec/s: 2 rss: 362Mb L: 10/21 MS: 1 EraseBytes-
#8048	NEW    cov: 89 ft: 369 corp: 103/1205b lim: 21 exec/s: 2 rss: 362Mb L: 21/21 MS: 3 CrossOver-CopyPart-InsertRepeatedBytes-
#8134	NEW    cov: 89 ft: 370 corp: 104/1224b lim: 21 exec/s: 2 rss: 362Mb L: 19/21 MS: 1 CMP- DE: "\377\377\377\377\377\377\377\377"-
#8192	pulse  cov: 89 ft: 370 corp: 104/1224b lim: 21 exec/s: 2 rss: 362Mb
#8197	NEW    cov: 89 ft: 371 corp: 105/1244b lim: 21 exec/s: 2 rss: 362Mb L: 20/21 MS: 3 InsertRepeatedBytes-EraseBytes-CrossOver-
#8239	NEW    cov: 89 ft: 382 corp: 106/1264b lim: 21 exec/s: 2 rss: 362Mb L: 20/21 MS: 2 CopyPart-InsertByte-
#8285	REDUCE cov: 89 ft: 382 corp: 106/1263b lim: 21 exec/s: 2 rss: 362Mb L: 16/21 MS: 1 EraseBytes-
#8426	REDUCE cov: 89 ft: 382 corp: 106/1262b lim: 21 exec/s: 2 rss: 362Mb L: 5/21 MS: 1 EraseBytes-
#8510	NEW    cov: 89 ft: 383 corp: 107/1278b lim: 21 exec/s: 2 rss: 362Mb L: 16/21 MS: 4 ShuffleBytes-CopyPart-ChangeBit-ShuffleBytes-
#8747	NEW    cov: 90 ft: 384 corp: 108/1295b lim: 21 exec/s: 2 rss: 362Mb L: 17/21 MS: 2 ChangeByte-ChangeBit-
#8794	NEW    cov: 90 ft: 387 corp: 109/1314b lim: 21 exec/s: 2 rss: 362Mb L: 19/21 MS: 2 CopyPart-EraseBytes-
#8807	NEW    cov: 90 ft: 390 corp: 110/1331b lim: 21 exec/s: 2 rss: 362Mb L: 17/21 MS: 3 InsertRepeatedBytes-InsertRepeatedBytes-CopyPart-
#8978	NEW    cov: 90 ft: 391 corp: 111/1352b lim: 21 exec/s: 2 rss: 362Mb L: 21/21 MS: 1 InsertByte-
#8989	NEW    cov: 90 ft: 392 corp: 112/1368b lim: 21 exec/s: 2 rss: 362Mb L: 16/21 MS: 1 InsertByte-
#9155	NEW    cov: 90 ft: 399 corp: 113/1385b lim: 21 exec/s: 2 rss: 362Mb L: 17/21 MS: 1 CopyPart-
#9341	NEW    cov: 90 ft: 400 corp: 114/1406b lim: 21 exec/s: 2 rss: 362Mb L: 21/21 MS: 1 CopyPart-
#9381	NEW    cov: 90 ft: 401 corp: 115/1425b lim: 21 exec/s: 2 rss: 362Mb L: 19/21 MS: 5 InsertRepeatedBytes-ChangeBit-InsertByte-ChangeBit-InsertByte-
#9479	NEW    cov: 90 ft: 406 corp: 116/1442b lim: 21 exec/s: 2 rss: 362Mb L: 17/21 MS: 3 ChangeByte-CrossOver-ChangeBit-
#9570	NEW    cov: 90 ft: 411 corp: 117/1458b lim: 21 exec/s: 2 rss: 362Mb L: 16/21 MS: 1 EraseBytes-
#9597	NEW    cov: 90 ft: 412 corp: 118/1479b lim: 21 exec/s: 2 rss: 362Mb L: 21/21 MS: 2 CrossOver-InsertRepeatedBytes-
#9598	NEW    cov: 90 ft: 415 corp: 119/1499b lim: 21 exec/s: 2 rss: 362Mb L: 20/21 MS: 1 InsertRepeatedBytes-
#9629	NEW    cov: 90 ft: 418 corp: 120/1520b lim: 21 exec/s: 2 rss: 362Mb L: 21/21 MS: 1 InsertByte-
#9787	NEW    cov: 91 ft: 419 corp: 121/1538b lim: 21 exec/s: 2 rss: 362Mb L: 18/21 MS: 3 ShuffleBytes-InsertByte-ChangeBit-
#9808	REDUCE cov: 91 ft: 419 corp: 121/1535b lim: 21 exec/s: 2 rss: 362Mb L: 15/21 MS: 1 EraseBytes-
#9814	REDUCE cov: 91 ft: 419 corp: 121/1534b lim: 21 exec/s: 2 rss: 362Mb L: 15/21 MS: 1 EraseBytes-
